age,gender,purchase_amount,tenure,churn
52,Female,1603671.13,50,0
24,Female,1052292.12,81,1
49,Male,1471638.86,117,0
57,Female,1340335.29,64,1
38,Female,1538668.61,30,0
27,Male,1074817.44,111,1
43,Male,1406631.84,79,0
28,Male,1385683.12,28,0
18,Male,1976372.8,30,0
69,Male,1406522.81,106,0
68,Male,1609597.48,18,0
18,Female,1273798.52,52,1
57,Male,1564958.52,20,0
33,Female,1464237.87,24,1
53,Female,1122524.77,42,1
49,Female,1291775.54,59,1
44,Male,1677504.05,1,0
30,Male,1412149.96,26,0
66,Male,1624060.34,33,0
64,Female,1705187.81,74,0
41,Female,1594697.36,12,0
27,Female,1612065.49,115,0
55,Female,1575685.88,85,0
64,Female,1455878.97,44,0
30,Male,1682573.99,12,0
65,Male,1677949.89,66,0
60,Female,1410862.58,71,0
69,Female,1275395.7,26,0
44,Male,1268581.89,32,0
22,Male,1787423.35,114,0
18,Male,1282785.16,45,1
59,Male,1611326.35,31,0
38,Male,1649212.63,77,0
56,Male,1685512.85,96,0
23,Male,1326811.66,96,0
66,Female,1301428.76,106,1
69,Female,1653851.35,105,0
68,Male,1472172.57,71,0
66,Male,1473596.76,26,0
51,Male,1325295.0,13,1
21,Male,1664604.01,116,0
20,Female,1122384.34,1,1
53,Female,1422914.99,90,0
26,Male,1072866.01,76,1
31,Female,1726720.4,8,0
20,Female,1270178.57,90,1
19,Male,1837304.39,52,0
53,Male,1709245.94,59,0
28,Female,1709972.92,5,0
34,Male,1460534.06,67,0
65,Female,1428828.61,89,0
26,Male,1710575.33,108,0
52,Male,1657465.2,57,0
51,Female,1432067.83,95,0
65,Female,1473219.08,2,1
33,Female,1502495.25,96,0
58,Male,1450135.84,1,0
46,Female,1925882.58,69,0
56,Male,1541451.68,77,0
58,Female,1553608.62,84,0
29,Male,1406432.11,85,0
41,Female,1555021.12,66,0
54,Female,1629376.64,11,0
62,Male,1350302.71,62,0
68,Male,1463510.3,3,1
28,Female,1216894.9,108,1
51,Male,1302060.43,13,0
43,Female,1561433.57,78,0
37,Female,1652381.27,87,0
32,Female,1499560.86,97,0
34,Female,1530734.2,44,0
46,Male,1411522.74,108,1
68,Male,1148923.41,56,0
68,Female,1249854.85,116,1
56,Female,1483710.26,108,0
52,Female,1726328.51,39,0
54,Male,1236496.95,112,0
64,Male,1623038.28,25,0
33,Male,1601718.24,33,0
41,Female,1696252.48,52,0
63,Male,1598237.96,42,0
58,Male,1502430.57,59,0
32,Male,1547562.6,117,0
60,Female,1443150.18,43,1
40,Female,1580511.62,32,0
26,Male,1917628.99,23,0
43,Female,1354114.85,70,1
26,Female,1426824.39,41,0
66,Female,1670027.57,13,0
31,Male,1373597.2,96,0
59,Male,1551537.87,108,0
41,Male,1637262.12,22,0
20,Male,1603200.76,77,0
65,Male,1387410.09,44,0
45,Male,1709101.17,22,0
33,Female,1595845.56,103,0
41,Male,1593801.97,114,0
32,Male,1628971.36,89,0
66,Female,1204381.67,114,0
46,Female,1365724.28,61,1
61,Female,1514848.4,53,0
30,Female,1565349.06,49,0
56,Female,1301278.31,73,1
31,Female,955275.31,41,1
58,Male,1336196.5,34,1
62,Male,1509250.56,36,0
21,Male,1532162.01,76,0
49,Male,1518154.73,25,0
20,Male,1389148.93,70,0
26,Female,1673233.93,30,1
38,Female,1573072.25,21,0
62,Male,1454824.11,106,0
62,Male,1354517.15,8,1
40,Female,1315793.51,16,1
28,Female,1486336.57,92,0
60,Male,1491512.57,106,0
61,Male,1542847.44,71,0
55,Female,1500866.3,84,0
26,Female,1565087.52,16,0
36,Male,1574793.49,38,0
19,Male,1795620.95,99,0
21,Male,1392076.24,112,0
58,Male,1386079.14,9,1
46,Female,1511399.22,84,0
41,Female,1432770.02,80,0
44,Female,1353530.82,42,1
47,Female,1144134.46,84,1
30,Female,1403598.99,56,0
57,Male,1522768.76,28,0
67,Male,1583282.24,54,0
66,Female,1583404.16,9,0
26,Male,1383092.65,25,0
63,Female,1178047.77,24,1
67,Female,1245278.74,51,0
19,Female,1732297.2,54,0
46,Female,1522698.09,71,0
46,Female,1949520.97,71,0
28,Female,1335970.36,70,1
55,Male,1656504.46,51,0
43,Female,1400401.37,12,1
41,Female,1381862.77,29,1
37,Male,1372044.46,75,0
59,Male,1586735.41,59,1
37,Male,1439461.16,29,1
62,Male,1673217.33,6,0
22,Female,1602159.05,102,0
52,Female,1412036.21,12,1
47,Male,1162585.82,106,0
35,Male,1298112.18,38,1
43,Female,1656185.54,119,0
58,Male,1522339.79,90,0
43,Male,1317208.12,74,0
37,Male,1727769.68,40,0
59,Female,1433684.1,31,1
48,Male,1733628.86,83,0
26,Female,1440135.31,119,0
63,Male,1671192.75,22,0
25,Female,1616599.21,52,0
54,Female,1687444.17,44,0
56,Female,1558812.77,34,0
64,Female,1574371.62,74,0
59,Female,1571447.52,10,1
44,Female,1553955.59,72,1
19,Female,1241384.18,30,1
63,Male,1684341.88,97,0
39,Female,1293272.65,110,1
33,Male,1474932.1,9,1
37,Male,1738916.47,111,0
25,Female,1464140.06,26,0
62,Female,1649833.49,80,0
49,Female,1595089.84,58,0
53,Male,1530981.97,57,0
58,Female,1612704.11,16,0
33,Male,1840210.21,47,0
53,Male,1468494.7,119,0
64,Male,1410123.31,87,0
21,Female,1409824.38,101,1
63,Female,1498777.04,48,0
27,Male,1403009.09,65,0
64,Female,1433930.16,28,0
49,Male,1663874.62,37,0
44,Male,1641648.54,2,0
55,Female,1305331.58,100,0
34,Male,1365443.16,103,0
44,Male,1851451.59,118,0
48,Male,1473033.56,82,0
38,Male,1691425.52,60,0
45,Male,1605597.62,106,0
47,Male,1443013.8,96,1
53,Male,1252308.78,88,0
28,Male,1281062.66,50,1
62,Male,1227084.63,37,1
44,Female,1387321.08,23,0
34,Male,1466235.88,109,0
33,Male,1593842.03,97,0
44,Male,1558138.64,10,1
51,Female,1167251.61,92,1
63,Male,1633305.14,81,0
38,Male,1551833.23,74,0
35,Female,1728066.92,46,1
25,Female,1558560.59,86,0
24,Female,1709655.64,17,0
68,Male,1272869.68,12,0
42,Female,1293433.71,68,0
30,Male,1095647.03,12,1
55,Male,1361779.99,67,0
39,Female,1667834.03,78,0
20,Male,1541723.19,99,0
18,Male,1577185.0,29,0
42,Female,1348548.15,119,1
62,Female,1493188.86,55,0
58,Female,1819054.01,67,0
46,Female,1742723.01,69,0
61,Male,1648226.42,76,0
18,Female,1655169.58,115,0
22,Female,1993121.58,7,0
18,Male,1704064.3,102,0
27,Female,1308499.89,55,1
18,Female,1675959.2,59,0
23,Male,1386111.44,82,0
35,Female,1379263.71,85,1
30,Female,1735390.38,105,0
62,Female,1682620.51,100,0
59,Male,1667564.89,60,0
42,Male,1792862.42,105,0
67,Male,1699298.13,6,0
45,Male,1705024.94,93,0
18,Male,1548922.41,3,1
34,Male,1641580.67,72,1
18,Female,1175999.6,36,1
22,Male,1429782.47,112,0
28,Male,1655032.06,29,0
20,Female,1509919.04,12,0
50,Male,1411447.63,73,0
31,Female,824819.31,113,0
50,Male,1166074.68,33,0
69,Male,1512001.65,95,0
38,Female,1659267.78,44,0
21,Female,1632535.05,73,0
60,Female,1732619.46,119,0
58,Female,1774966.36,85,0
51,Male,1661191.83,49,0
35,Female,1348191.46,101,0
34,Male,1473091.74,119,0
25,Male,1445703.26,41,1
69,Female,1714076.11,108,0
52,Male,1561427.15,115,0
62,Male,1418562.78,97,0
36,Male,1348768.54,116,0
20,Female,1374455.38,95,1
69,Female,1578475.68,44,0
52,Male,1696802.53,46,0
65,Male,1413330.11,100,1
26,Male,1581783.53,61,0
44,Male,1677365.72,94,0
21,Female,1256674.08,62,1
24,Male,1479463.83,87,0
40,Female,1372552.21,61,0
21,Female,1453302.95,69,1
21,Male,1480160.2,113,0
19,Male,1484046.85,13,0
63,Female,1285368.77,25,1
47,Female,1263013.23,58,1
38,Male,1429754.24,67,0
47,Male,1640645.88,24,0
47,Male,1276701.99,37,1
30,Female,1686429.25,55,0
24,Male,1440715.96,107,0
28,Female,1268065.52,27,1
37,Male,1282055.17,69,0
67,Female,1497983.34,64,0
55,Male,1425676.86,1,0
53,Male,1712876.62,19,0
38,Female,1367800.73,46,0
21,Female,1578441.84,33,0
38,Female,1529519.54,74,0
31,Female,1773632.26,103,0
29,Female,1413802.48,43,1
44,Female,1394780.28,8,1
21,Male,1646627.29,8,1
51,Male,1615251.56,111,0
56,Female,1595291.75,88,1
66,Female,1601895.7,40,0
55,Male,1319925.68,27,0
69,Female,1458408.22,75,0
52,Female,1540177.62,67,0
20,Male,1800642.51,91,0
19,Female,1508498.71,84,0
61,Female,1539003.78,80,0
28,Female,1558004.6,3,1
32,Female,1700055.77,31,0
26,Female,1726269.2,82,0
22,Male,1561081.51,75,0
21,Male,1529304.86,21,0
42,Female,1423687.44,58,0
54,Female,1468485.9,24,0
18,Female,1141275.32,98,1
43,Male,1138999.97,74,0
68,Male,1669643.48,93,0
42,Female,1468037.67,38,0
66,Female,1574247.83,98,0
20,Male,1712969.59,19,0
22,Male,1431414.6,40,0
20,Male,1538205.4,29,1
24,Male,1511412.79,18,0
41,Female,1296012.07,10,1
54,Male,1448539.26,31,1
55,Male,1727994.44,20,0
58,Female,1480674.73,85,0
37,Female,1986905.91,33,0
50,Female,1649726.29,37,0
69,Male,1440999.05,108,0
20,Female,1429354.61,92,0
43,Female,1452814.44,112,0
53,Male,1901888.81,22,1
57,Male,1253395.75,110,0
45,Male,1360444.83,23,1
67,Female,1214908.56,86,0
27,Male,1348438.1,105,0
43,Female,1690399.35,113,0
33,Male,1088565.07,98,1
47,Female,1393904.18,100,0
55,Male,1497776.22,79,1
56,Male,1453182.26,80,0
27,Female,1046429.56,76,1
22,Male,1423089.23,96,0
54,Female,1507842.86,111,0
35,Male,1454690.96,100,0
50,Male,1481661.89,86,0
58,Male,1244809.67,92,1
44,Male,1457938.54,7,0
63,Female,1543159.22,104,0
51,Female,1396468.47,36,0
42,Female,1372983.8,80,0
29,Female,1400099.86,75,0
36,Male,1461206.04,68,1
48,Female,1372130.72,34,0
64,Female,1651498.56,14,0
23,Female,1265529.48,77,1
61,Male,1679081.66,94,0
65,Female,2048531.01,75,0
38,Male,1455913.92,91,0
47,Male,1934980.14,66,0
53,Male,1453331.05,115,0
38,Female,1462662.19,77,1
54,Female,1449721.9,4,0
67,Female,1189960.39,4,0
25,Female,1437810.63,94,0
54,Female,1347317.7,71,1
52,Female,1536881.91,96,0
48,Female,1420291.21,33,1
42,Male,1523823.98,1,0
42,Male,1405518.59,87,0
48,Male,1412921.0,77,0
63,Female,1273466.14,4,1
36,Male,1360239.81,30,0
36,Male,1413136.75,110,0
60,Male,1296594.11,112,0
35,Female,1565862.18,54,0
32,Male,1684315.29,55,0
43,Female,1767370.23,42,1
60,Female,1553579.25,32,0
34,Male,1209355.43,22,0
43,Male,1218268.0,99,0
20,Male,1327003.99,53,0
58,Male,1370579.7,70,0
40,Female,1686284.91,30,0
66,Female,1295660.36,73,0
55,Female,1672002.95,5,0
46,Male,1286453.82,118,0
23,Female,1191360.92,106,1
62,Male,1690830.63,79,0
59,Male,1473557.43,66,0
65,Female,1426339.88,87,0
18,Male,1384352.11,24,1
53,Female,1467270.23,17,0
51,Female,1777183.26,65,0
62,Male,1244266.32,42,1
56,Male,1737629.31,93,0
35,Female,1654276.01,82,0
28,Male,1390723.32,63,1
64,Female,1586306.4,52,0
50,Female,1597754.18,69,0
60,Female,1532950.44,45,0
34,Female,1514090.87,64,0
61,Female,1490216.78,89,0
44,Female,1653041.6,87,0
50,Male,1603479.38,47,0
60,Female,1476588.55,29,0
52,Male,1681879.89,66,0
33,Male,1613784.99,106,0
65,Female,1604308.14,42,0
28,Female,1508942.37,92,1
20,Male,1768707.0,69,0
40,Male,1394186.21,30,1
46,Female,1826882.18,109,0
27,Male,1532502.36,57,0
56,Female,1718366.77,43,0
69,Female,1569501.06,53,0
23,Male,1431604.22,83,0
30,Male,1282096.26,42,0
58,Male,1270526.6,74,0
56,Female,1494651.48,52,0
54,Male,1433198.98,106,0
49,Female,1422542.84,106,0
67,Female,1722765.05,54,0
64,Male,1704234.91,73,0
32,Female,1835980.87,66,0
24,Male,1636005.14,32,0
67,Male,1485606.78,103,0
67,Female,1643160.8,16,0
66,Female,1762371.11,57,0
20,Male,1410613.84,78,0
56,Female,1418705.18,66,0
52,Female,1596054.67,28,0
38,Male,1843011.71,24,0
40,Female,1443676.13,35,1
47,Female,1317786.53,107,0
29,Female,1152072.89,113,1
35,Male,1218517.95,37,1
23,Male,1666661.39,7,0
64,Female,1429753.08,79,0
43,Male,1313795.73,6,1
49,Female,1630320.01,73,0
39,Male,1472194.98,30,0
33,Female,1569168.87,46,0
56,Male,1553715.81,37,0
62,Female,1713813.94,41,0
21,Male,1545989.6,13,0
48,Female,1367083.96,109,0
42,Female,1654495.62,34,0
18,Female,1674002.7,32,0
63,Female,1593256.28,24,0
37,Female,1585514.66,117,0
27,Female,1282553.93,62,1
19,Female,1823736.93,110,0
56,Male,1404226.35,57,0
39,Male,1906979.65,39,0
50,Female,1657590.12,6,0
28,Male,1723649.97,63,0
67,Male,1755280.09,106,0
67,Female,1203398.82,88,1
57,Male,1340442.05,12,0
37,Female,1209374.12,15,1
26,Male,1438499.62,87,0
25,Female,1386465.21,17,1
66,Female,1360178.42,55,1
23,Male,1173200.55,53,1
25,Female,1302873.63,25,1
69,Female,1283137.34,86,0
33,Male,1503596.01,61,0
58,Female,1359718.24,2,1
33,Female,1582868.33,73,0
53,Male,1384996.73,38,0
36,Male,1736833.02,97,0
28,Female,1475159.07,36,0
38,Female,1365154.88,107,0
19,Female,1556827.55,107,0
64,Male,1534803.43,16,0
51,Female,1493618.54,21,0
50,Male,1561465.33,92,0
42,Female,1346373.44,67,0
69,Female,1304510.55,109,0
18,Female,1465850.89,6,0
69,Female,1470527.51,29,1
54,Male,1212874.15,6,1
26,Male,1548142.29,8,0
36,Female,1632932.78,95,0
45,Female,1410470.42,97,0
66,Female,1705204.68,9,0
26,Female,1602531.71,4,0
24,Male,1587253.61,57,0
67,Male,1740658.81,34,0
54,Female,1334374.53,57,1
68,Female,1472783.41,8,0
28,Male,1608710.55,8,0
24,Female,1287443.61,45,1
20,Male,1329972.42,39,1
56,Male,1501991.61,103,0
28,Female,1547784.13,84,0
60,Male,1558251.87,91,0
43,Male,1298430.49,30,0
20,Female,1619655.91,57,1
18,Female,1524817.46,61,0
58,Female,1146213.05,68,1
63,Female,1407016.08,31,0
56,Male,1688730.57,92,1
20,Female,1132256.74,50,1
52,Male,1460503.82,20,0
31,Male,1175648.33,46,0
62,Male,1646756.86,42,0
52,Male,1384064.88,51,0
36,Female,1619582.04,67,0
39,Male,1759214.72,28,0
53,Male,1612686.94,114,0
29,Female,1581698.56,94,0
56,Female,1723685.77,46,0
58,Female,1425965.2,73,0
30,Male,1333272.27,93,0
35,Male,1278944.37,19,1
59,Male,1618293.28,79,0
33,Male,1091832.02,46,1
58,Female,1382071.04,113,0
53,Female,1406707.34,19,1
47,Female,1773013.02,34,0
20,Female,1289877.7,52,1
47,Female,1715495.87,100,0
47,Female,1200760.01,52,1
61,Male,1485155.98,92,0
26,Male,1244920.19,66,1
40,Male,1794333.09,92,0
20,Female,1241965.46,41,1
29,Male,1611780.83,112,0
67,Female,1252799.01,56,0
49,Female,1331140.3,10,1
65,Male,1427947.09,21,0
48,Male,1553632.95,26,0
28,Male,1061691.59,118,1
41,Female,1496186.28,86,0
46,Female,1727462.51,19,0
34,Female,1597528.47,72,0
31,Female,1709267.27,103,0
57,Female,1207586.69,43,1
23,Male,1451799.91,64,0
37,Female,1547617.51,52,0
24,Male,1627464.68,57,0
25,Female,1376204.01,78,1
56,Male,1730514.37,90,0
39,Male,999465.84,94,1
52,Female,1755294.23,67,0
60,Male,1796963.75,20,0
25,Female,1564062.97,3,0
59,Male,1323322.23,107,0
28,Female,1669498.29,87,0
21,Male,1655192.62,54,0
18,Male,1634603.56,106,0
38,Male,1751807.48,83,0
37,Female,1395634.47,66,1
29,Male,1603805.11,78,0
46,Male,1417015.47,56,0
64,Female,1662338.06,57,0
51,Female,1782139.45,104,0
63,Female,1158504.95,26,1
33,Male,1389496.26,102,0
44,Male,1470686.59,51,0
27,Female,1360180.7,118,0
56,Male,1390428.21,118,0
41,Male,1261161.36,74,1
54,Female,1483550.22,78,0
51,Male,1350919.93,86,0
30,Female,1679516.74,68,0
64,Female,1339345.92,55,0
35,Male,1234552.37,58,0
46,Male,1564648.28,98,0
68,Male,1425402.97,75,0
35,Male,1750185.37,105,0
57,Male,1665701.44,114,1
55,Male,1744665.05,83,0
42,Male,1504525.92,19,0
20,Male,1498378.63,90,0
58,Female,1183288.75,73,0
23,Female,1542989.52,66,0
64,Male,1053536.54,83,1
28,Male,1246841.84,50,1
31,Male,1478890.33,90,0
66,Male,1535165.37,67,0
43,Male,1573364.33,112,0
53,Female,1607863.18,8,0
26,Male,1280875.14,20,1
58,Male,1307196.81,107,0
30,Female,1161026.09,20,1
61,Female,1023870.8,76,1
58,Male,1436272.62,9,0
28,Female,1673088.55,20,0
25,Male,1331515.88,10,1
51,Male,1525209.69,114,0
22,Male,1771041.77,12,0
43,Female,1593596.09,70,0
61,Male,1582840.89,117,0
46,Female,1294167.62,41,1
23,Female,1439167.32,25,0
52,Male,1394657.28,2,0
29,Male,1788633.17,16,0
61,Male,1397329.8,54,0
26,Male,1459626.57,27,1
21,Male,1372713.28,53,1
43,Female,1704736.47,40,0
29,Female,1695720.21,56,0
26,Female,1273393.16,65,0
56,Male,1328404.26,114,0
58,Female,1534175.78,22,1
63,Male,1538716.71,4,0
52,Female,1566691.73,117,0
25,Female,1782885.36,72,0
63,Female,1570308.02,7,0
22,Female,1431595.12,105,0
38,Male,1556084.46,59,0
69,Female,1837288.23,61,0
61,Female,1914624.9,119,1
44,Male,1709334.08,69,0
20,Male,1619920.15,52,0
47,Female,1276655.67,41,1
19,Male,1431919.62,81,0
37,Female,1617729.41,51,0
66,Male,1302269.82,84,0
68,Male,1366305.36,54,0
52,Female,1587459.27,108,0
44,Male,1664783.73,36,0
46,Male,1297441.68,35,1
62,Female,1292666.33,6,1
48,Female,1498933.17,4,1
47,Female,1546209.41,93,0
22,Male,1373440.06,103,0
55,Male,1570888.05,119,0
46,Male,1624231.17,17,0
45,Female,1520783.49,1,1
63,Female,1117819.17,117,0
37,Male,1382723.72,41,0
27,Female,1148909.15,98,0
56,Female,1659325.5,74,0
20,Male,1312100.8,65,1
60,Female,1316116.61,10,1
69,Male,1203514.9,82,0
43,Male,1549916.79,80,0
52,Female,1416769.2,35,0
56,Male,1669318.58,7,0
49,Female,1658300.85,20,0
21,Female,1729562.21,104,0
60,Male,1350261.5,36,1
33,Male,1751829.15,94,0
54,Female,1599244.46,78,0
42,Female,1513288.42,49,0
65,Female,1424896.26,51,1
61,Male,1312720.16,107,0
19,Female,1330740.91,40,1
23,Female,1461825.29,76,0
25,Male,1318779.9,64,1
26,Female,1526351.67,51,1
53,Female,1214697.73,80,1
62,Male,1379365.06,40,0
46,Male,1304759.29,45,0
41,Female,1633579.72,115,0
45,Female,1446447.05,26,1
55,Female,1321327.14,31,0
63,Female,1349143.43,43,0
36,Male,1695885.73,111,0
33,Female,1562931.44,79,0
51,Female,1532397.92,108,0
63,Female,1669217.66,73,1
62,Male,1672581.42,68,0
20,Female,1938832.66,80,0
51,Female,1472832.49,62,0
37,Male,1463975.8,69,0
50,Male,1553993.76,35,0
58,Female,992777.95,29,1
20,Female,1410555.04,116,0
52,Female,1462192.63,62,0
43,Female,1407019.41,91,0
36,Female,1242201.63,54,1
36,Male,1488045.74,14,0
57,Male,1479325.23,26,0
62,Female,1558966.02,15,0
67,Male,1343501.28,99,0
53,Male,1494919.08,111,0
55,Female,1702208.43,63,1
23,Male,1654923.78,86,0
57,Female,1546813.51,116,0
24,Female,1443323.97,16,0
24,Male,1709710.6,43,0
48,Male,1480172.88,55,0
25,Female,1316826.98,62,1
58,Female,1274203.22,71,1
42,Male,1665613.51,98,0
51,Female,1412193.14,10,1
37,Male,1474928.59,85,0
66,Male,1773588.93,103,0
57,Female,1410323.03,49,0
52,Male,1606071.95,117,0
61,Male,1280547.37,19,1
62,Male,1507192.41,23,1
27,Male,1591191.35,24,0
39,Female,1588445.02,46,1
25,Male,1608163.8,45,0
53,Female,1433218.69,76,0
54,Female,1756680.53,80,0
29,Male,1310715.26,74,0
65,Female,1394871.91,3,0
20,Male,1304631.89,50,0
35,Female,1498815.01,11,0
43,Male,1842263.44,7,0
52,Male,1426210.07,119,0
44,Female,1242334.08,41,1
25,Male,1353202.13,62,0
29,Female,1705387.01,107,0
59,Male,1364168.74,100,0
29,Female,1818630.82,77,0
35,Male,1466252.16,64,1
69,Female,1183016.69,40,1
27,Female,1514987.95,64,0
32,Male,1605866.09,110,1
46,Male,1635392.07,19,0
34,Male,1301932.4,5,1
44,Male,1558184.91,96,0
67,Male,1361451.96,90,0
45,Male,1608673.23,91,0
47,Female,1685068.92,24,0
25,Female,1696708.78,11,0
54,Female,1485168.31,89,0
50,Male,1224662.94,30,1
19,Female,1569454.93,21,1
29,Female,1668308.12,100,0
50,Male,1754255.83,94,0
22,Female,1734626.34,13,0
32,Female,1541491.6,14,0
50,Male,1479127.7,3,0
68,Male,1732949.51,115,0
27,Female,1396954.89,72,0
30,Male,1410068.69,87,0
26,Male,1564510.3,67,0
18,Female,1620621.77,116,0
19,Male,1454687.99,39,0
26,Male,1082609.7,99,1
36,Male,1543366.04,54,0
38,Female,1570639.08,56,0
67,Female,1782575.44,95,0
69,Male,1620750.21,89,0
22,Male,1351755.42,52,0
58,Female,1776025.16,61,0
50,Female,1446377.1,43,1
30,Female,1309455.6,81,1
34,Male,1577057.59,32,0
45,Male,1250320.62,47,0
63,Female,1424273.27,117,0
36,Male,1401277.04,101,0
64,Male,1183511.98,56,1
44,Male,1357594.64,100,0
42,Female,1409795.71,99,0
28,Female,1193374.45,117,0
19,Female,1737687.31,81,0
58,Female,1531310.32,22,0
18,Female,1506878.53,63,0
19,Female,1699277.64,41,0
40,Female,1239482.22,35,1
43,Female,1425676.87,34,1
47,Male,1561549.12,50,0
45,Male,1632283.54,49,0
43,Male,1210302.54,73,0
29,Male,1152121.5,95,0
40,Female,1298092.4,28,0
49,Female,1233699.49,94,0
62,Male,1851478.74,103,0
69,Female,1490781.18,44,0
34,Male,1586003.84,54,0
22,Female,1637621.55,79,0
47,Male,1911606.93,98,0
58,Female,1618800.57,90,0
46,Female,1458381.19,48,0
67,Female,1762610.51,68,0
22,Male,1753207.75,56,0
68,Male,1332933.48,95,0
54,Male,1339949.15,52,0
51,Male,1455355.07,22,1
50,Female,1428156.73,10,1
33,Female,1678493.77,11,1
37,Male,1732905.25,87,0
35,Female,1199482.47,13,1
33,Male,1638435.71,29,0
39,Male,1936243.1,92,0
51,Male,1568303.72,81,0
36,Female,1334465.89,96,0
29,Male,1395564.49,44,0
49,Male,1750375.09,105,0
58,Female,1213817.3,70,1
29,Male,1596509.2,4,0
45,Female,1461215.57,8,0
51,Male,1803880.88,33,0
36,Male,1633279.73,70,0
59,Female,1325198.98,38,0
59,Male,1441966.85,79,0
22,Male,1525706.14,62,0
59,Male,1721228.82,90,0
58,Male,1626419.96,5,0
35,Female,1688978.92,97,0
42,Female,1185763.39,53,1
36,Male,1294308.53,50,0
55,Female,1700786.51,118,0
38,Male,1269726.75,109,0
40,Female,1592554.98,10,0
55,Female,1656404.99,117,0
21,Female,1176253.19,13,1
48,Male,1658113.3,68,0
53,Female,1561782.39,64,0
52,Female,1750954.83,4,0
60,Male,1437642.87,107,0
67,Female,1685785.75,34,0
69,Female,1393874.05,25,0
29,Female,1340770.1,95,0
65,Female,1420676.25,49,0
31,Male,1296605.87,23,0
47,Male,1613987.89,67,0
31,Male,1390130.61,109,0
19,Male,1413775.91,17,1
69,Female,1577745.84,74,0
63,Female,1420575.07,28,0
58,Male,1797538.88,112,0
46,Female,1346553.48,68,0
68,Male,1500714.64,47,0
40,Female,1836312.83,90,1
37,Male,1428439.45,48,0
38,Male,1512433.29,28,1
44,Male,1464075.23,68,0
46,Male,1388954.0,45,0
32,Female,1819042.07,7,0
39,Male,1718483.64,83,0
47,Male,1438046.13,103,0
38,Female,1479942.1,94,0
35,Female,1394105.39,71,0
62,Female,1731556.03,98,0
48,Female,1673177.0,47,1
55,Male,1477786.02,6,0
51,Female,1304259.75,64,1
37,Female,1619415.73,29,0
67,Female,1287265.54,82,1
57,Female,1488706.07,70,0
19,Male,1737345.69,90,0
24,Female,937990.12,4,1
26,Female,1509392.58,105,0
63,Male,1589247.31,14,0
20,Male,1355309.79,15,1
40,Female,1783171.72,107,0
64,Female,1523380.79,74,1
40,Female,1443763.91,115,0
59,Female,1542679.49,108,0
68,Female,1816996.64,50,0
63,Female,1614674.42,85,0
23,Male,1686962.1,98,0
43,Female,1492111.03,38,0
35,Male,1317759.94,118,0
59,Male,1441365.1,55,0
50,Male,1592954.55,46,0
33,Female,1510327.35,62,0
47,Female,1538852.67,43,0
35,Male,1671613.31,14,0
25,Male,1126722.71,62,1
33,Male,1552522.32,73,0
36,Female,1641730.2,84,0
63,Male,1479967.84,87,0
43,Female,1262305.26,51,1
21,Male,1401624.97,45,0
27,Female,1807202.26,68,1
63,Female,1776945.88,100,0
63,Male,1379929.84,43,0
54,Male,1751617.28,89,0
37,Female,1378689.08,18,0
29,Female,1657160.64,38,0
68,Male,1490447.71,78,0
22,Female,1479959.48,92,1
40,Male,1016530.14,40,1
20,Male,1335279.07,8,0
57,Male,1311401.44,75,0
23,Female,1525746.07,40,0
43,Male,1483148.45,72,0
60,Female,1415523.13,8,1
56,Female,1629391.68,86,0
42,Female,1682322.36,30,0
32,Female,1956907.9,5,0
52,Female,1352810.71,113,0
33,Female,1418758.96,51,1
44,Male,992262.74,57,1
60,Male,1389805.17,108,0
22,Male,1326640.86,48,0
24,Male,1274641.23,113,1
35,Male,1582461.84,112,0
42,Male,1495253.24,48,0
59,Female,934339.66,67,1
23,Male,1279355.1,97,0
32,Female,1403697.75,95,0
69,Male,1547206.12,44,0
43,Male,1372873.52,63,0
60,Male,1629804.56,84,0
44,Female,1599933.96,90,0
50,Male,1544593.78,71,0
41,Male,1166205.34,64,1
27,Male,1395635.98,60,0
43,Male,1347171.96,119,0
62,Female,1227684.62,114,1
55,Male,1264044.65,72,0
31,Male,1793119.32,53,1
20,Male,1323568.38,34,1
66,Female,1260587.61,22,1
42,Female,1536632.26,92,0
65,Male,1847084.47,118,0
65,Male,1454438.85,20,0
42,Female,1857705.84,78,0
55,Male,1284895.0,104,0
30,Female,1590734.64,27,0
21,Female,1780114.6,99,0
19,Male,1706739.53,33,0
28,Male,1804315.6,8,0
46,Male,1414265.9,99,0
28,Female,1548724.28,65,0
55,Male,1302381.51,73,0
22,Male,1052532.82,22,1
45,Female,1572079.57,20,1
61,Male,1537060.03,52,0
46,Male,1676166.19,9,0
27,Male,1678110.92,83,0
38,Male,1729655.82,68,0
59,Male,1718940.89,55,0
23,Male,1556612.41,59,0
50,Female,1464123.88,85,0
18,Male,1566305.59,29,0
37,Female,1673817.86,70,0
26,Male,1753666.52,72,0
65,Male,1170537.48,60,1
18,Male,1441287.0,90,0
59,Female,1748010.94,104,0
34,Female,1177522.0,39,1
53,Male,1375123.86,9,1
34,Female,1444329.35,43,1
58,Female,1321756.17,80,0
66,Female,1609597.18,46,0
56,Female,1028218.09,70,0
28,Female,1904223.51,55,0
28,Male,1681245.17,26,0
19,Female,1625892.27,43,0
60,Female,1593859.21,41,0
64,Male,1288002.63,37,0
49,Male,1660365.18,74,0
49,Male,1565008.86,57,0
54,Male,1419994.06,95,0
23,Female,1291588.73,37,1
